Document,Topic,Name,Representation
all of trumptariff chais for what the numbers do not add up compared to the decimation of markets most importantly the bond market and the dollar ask any real expert and none of trump policy makes sense on any level we are not making billions and billions these weeks ,45,45_bond_bonds_yields_market,"['bond', 'bonds', 'yields', 'market', 'debt', 'yield', 'treasury', 'selloff', 'investors', 'crisis']"
 bonds many nations can crash the us economy is they sell off bonds slowly us has to increase the bond interest rate to prevent them from selling them off get rid of the tariff policy and then the reaction will be better,45,45_bond_bonds_yields_market,"['bond', 'bonds', 'yields', 'market', 'debt', 'yield', 'treasury', 'selloff', 'investors', 'crisis']"
"  trump keeps the  blanket tariff on uk since then the bond yield have been going up

the bond market is telling you if trump keeps the  stupid tariff to every country the inflation is coming soon",45,45_bond_bonds_yields_market,"['bond', 'bonds', 'yields', 'market', 'debt', 'yield', 'treasury', 'selloff', 'investors', 'crisis']"
us treasuries haven status upended as global tariff war unleashed by trump hits bond market via  ,45,45_bond_bonds_yields_market,"['bond', 'bonds', 'yields', 'market', 'debt', 'yield', 'treasury', 'selloff', 'investors', 'crisis']"
after the tariff shock threat of a us bond market crisis looms ,45,45_bond_bonds_yields_market,"['bond', 'bonds', 'yields', 'market', 'debt', 'yield', 'treasury', 'selloff', 'investors', 'crisis']"
"fx market cant misprice the us dollar anymore
now it is clear that the fed wont cut in the summer and wants to confirm tariff effect early in the second half

euro aussie pound all other currencies against the us dollar should be corrected that is the way it should be",46,46_dollar_usd_since_worst,"['dollar', 'usd', 'since', 'worst', 'threats', 'currency', 'continued', 'has', 'backed', 'lowest']"
dollar slides to threeyear low while ftse  hits record high  dollar  the guardian ,46,46_dollar_usd_since_worst,"['dollar', 'usd', 'since', 'worst', 'threats', 'currency', 'continued', 'has', 'backed', 'lowest']"
the dollar has its worst start to a year since  it has continued to slide even as president trump has backed down from his tariff threats and the us stock market has recovered from its losses ,46,46_dollar_usd_since_worst,"['dollar', 'usd', 'since', 'worst', 'threats', 'currency', 'continued', 'has', 'backed', 'lowest']"
  nobody is celebrating at least we were told the cedi is appreciating because of us tariff war among others so lets see how it goes,46,46_dollar_usd_since_worst,"['dollar', 'usd', 'since', 'worst', 'threats', 'currency', 'continued', 'has', 'backed', 'lowest']"
us dollar suffers worst start to a year since  over trump tariff concerns,46,46_dollar_usd_since_worst,"['dollar', 'usd', 'since', 'worst', 'threats', 'currency', 'continued', 'has', 'backed', 'lowest']"
" sec what are you going to do about all the inside trading going on in congress mtg or is your commission afraid or bought off by trump
tariff  ponziscam",47,47_insider_trading_stock_inside,"['insider', 'trading', 'stock', 'inside', 'insiders', 'manipulation', 'announcement', 'announcements', 'fox', 'info']"
"market insiders buckle up for further financial turmoil as donald trumps tariffs herald upheaval amp risk recession
",47,47_insider_trading_stock_inside,"['insider', 'trading', 'stock', 'inside', 'insiders', 'manipulation', 'announcement', 'announcements', 'fox', 'info']"
like i said before about trump amp insider tradingtipping of wall street execs when a tariff deal is coming wow when are we going to hold trump amp his henchmen accountable for all of this crap in our country when,47,47_insider_trading_stock_inside,"['insider', 'trading', 'stock', 'inside', 'insiders', 'manipulation', 'announcement', 'announcements', 'fox', 'info']"
here are all the trump insiders who sold off billions in stocks before tariff announcement  everyone was told worldwide tariffs were part of what he planned on doing prior to his winning and being sworn in so your point,47,47_insider_trading_stock_inside,"['insider', 'trading', 'stock', 'inside', 'insiders', 'manipulation', 'announcement', 'announcements', 'fox', 'info']"
"breaking   urges congress to investigate insider trading related to trumps tariff announcement today

he alleges trumps inner circle could be profiting from these market swings ",47,47_insider_trading_stock_inside,"['insider', 'trading', 'stock', 'inside', 'insiders', 'manipulation', 'announcement', 'announcements', 'fox', 'info']"
"trump just announced he just made his first signed tariff treaty with the virgin islands
wait
never mind ",48,48_penguins_island_heard_population,"['penguins', 'island', 'heard', 'population', 'put', 'slapped', 'known', 'trumptariff', 'figure', 'on']"
"   can you summarize the usa tariffs and embargoes against russia 

also did trump tariff penguins",48,48_penguins_island_heard_population,"['penguins', 'island', 'heard', 'population', 'put', 'slapped', 'known', 'trumptariff', 'figure', 'on']"
  the tariff chart indicates mcdonald islands penguins managed to put a  tariff on the us to then deserve a  reciprocal tariff,48,48_penguins_island_heard_population,"['penguins', 'island', 'heard', 'population', 'put', 'slapped', 'known', 'trumptariff', 'figure', 'on']"
donald trumps administration imposed a  tariff on imports from heard and mcdonald islands remote australian territories inhabited only by penguins and seals critics mocked the move calling it absurd and questioning its rationale the islands known for their wildlife have,48,48_penguins_island_heard_population,"['penguins', 'island', 'heard', 'population', 'put', 'slapped', 'known', 'trumptariff', 'figure', 'on']"
"fiji prepares lastminute us visit as trumps  tariff deadline nears water exports at risk
read here 

       fiji fijian fiji fijiislands fijiwater ",48,48_penguins_island_heard_population,"['penguins', 'island', 'heard', 'population', 'put', 'slapped', 'known', 'trumptariff', 'figure', 'on']"
apple reroutes  of foxconn iphone exports from india to us between march and may as trump threatens  tariff on nonusmade iphones report ,49,49_india_apple_iphones_iphone,"['india', 'apple', 'iphones', 'iphone', 'apples', 'production', 'shifts', 'move', 'made', 'moving']"
apple shipped five planeloads of iphones and other products in three days to beat ustariff deadline ,49,49_india_apple_iphones_iphone,"['india', 'apple', 'iphones', 'iphone', 'apples', 'production', 'shifts', 'move', 'made', 'moving']"
  indias trade agreement with the usdont make iphones there or a  tariff applies,49,49_india_apple_iphones_iphone,"['india', 'apple', 'iphones', 'iphone', 'apples', 'production', 'shifts', 'move', 'made', 'moving']"
"with the call premiums and oi spiking on aapl and current news coverage on india i have a theory on what may be happening

apple has made a roadmap to move all production of iphones to india as has been reported
the us has preliminarily made a tariff deal with india in ",49,49_india_apple_iphones_iphone,"['india', 'apple', 'iphones', 'iphone', 'apples', 'production', 'shifts', 'move', 'made', 'moving']"
  it is useless for india to impose a  tariff on us steel because the us has no steel to export to india at all it is recommended that india should impose a  tariff on us  made mobile phones only then will trump be afraid,49,49_india_apple_iphones_iphone,"['india', 'apple', 'iphones', 'iphone', 'apples', 'production', 'shifts', 'move', 'made', 'moving']"
"trump tariff revenue soars  whos paying them 

",50,50_tax_taxes_income_history,"['tax', 'taxes', 'income', 'history', 'revenue', 'americans', 'trump', 'yall', 'rich', 'new']"
republicans admit trump is slapping tariff taxes on everyday items to help pay for billionaire tax breaks,50,50_tax_taxes_income_history,"['tax', 'taxes', 'income', 'history', 'revenue', 'americans', 'trump', 'yall', 'rich', 'new']"
trumps  across the board baseline tariff is a national tax  its more than canadas  goods and services tax and they get nationalized health care  were funding a tax cut for the uber wealthy,50,50_tax_taxes_income_history,"['tax', 'taxes', 'income', 'history', 'revenue', 'americans', 'trump', 'yall', 'rich', 'new']"
 i was being sarcastic and that would be the end result of trumps tariff policies which are arbitrary and  unrealistic in terms of there stated goals they appear to be a vat to balance out a  tax cut for the wealthiest among us  the fed should work on facts not pressure,50,50_tax_taxes_income_history,"['tax', 'taxes', 'income', 'history', 'revenue', 'americans', 'trump', 'yall', 'rich', 'new']"
trump tax hits home i received a tariff bill for gear  you might too ,50,50_tax_taxes_income_history,"['tax', 'taxes', 'income', 'history', 'revenue', 'americans', 'trump', 'yall', 'rich', 'new']"
"who are you fooling steve trump said he put tariff penalties on legitimate imports and exports because criminals who have nothing to do with the legitimacy of a countrys trade policy were sending fentanyl to the us

trump does not know what hes doing hes winging it",51,51_fentanyl_stop_drug_border,"['fentanyl', 'stop', 'drug', 'border', 'existing', 'china', 'baseline', 'they', 'sending', 'incentive']"
    perhaps trump will put a heavy tariff on fentanyl and then we can manufacture the drug in america,51,51_fentanyl_stop_drug_border,"['fentanyl', 'stop', 'drug', 'border', 'existing', 'china', 'baseline', 'they', 'sending', 'incentive']"
"gtvows to end russiaukraine war gets worse
gttariff money to fight fentanyl does nothing to fight fentanyl
gtmid deportation numbers
gtfolds on deportations
gtpalantir surveillance on us soil
gtstarts war with nd most populated country in the middle east double the size of iraq",51,51_fentanyl_stop_drug_border,"['fentanyl', 'stop', 'drug', 'border', 'existing', 'china', 'baseline', 'they', 'sending', 'incentive']"
"a us narrative seeks to justify an unjust tariff on canada  

fbi director again blames vancouver for fentanyl crisis but us data says otherwise

pmmc should get ready with retaliatory measures   ",51,51_fentanyl_stop_drug_border,"['fentanyl', 'stop', 'drug', 'border', 'existing', 'china', 'baseline', 'they', 'sending', 'incentive']"
"china chose to take a  tariff instead of stop sending fentanyl here

thats because they can kill k americans every year
 kids a week and cause millions to be drug addicted causing crime and homelessness 

costing the us whole generations lost to death and drugs",51,51_fentanyl_stop_drug_border,"['fentanyl', 'stop', 'drug', 'border', 'existing', 'china', 'baseline', 'they', 'sending', 'incentive']"
"gold prices slide as markets react to tariff delay 

goldupdate marketsentiment safehaven trumptariff andromarkets tradesmart goldpricedrop  ",52,52_gold_dollar_asset_usd,"['gold', 'dollar', 'asset', 'usd', 'bitcoin', 'stable', 'reserve', 'investors', 'as', 'trumptariff']"
         it is useful if you had gold stored though this system and needed to make a big payment during the first days of the trump tariff policy you might have needed to sell stocks while they were down instead you could have used your gold which was going up in value,52,52_gold_dollar_asset_usd,"['gold', 'dollar', 'asset', 'usd', 'bitcoin', 'stable', 'reserve', 'investors', 'as', 'trumptariff']"
gold price today news federal court blocks trumps reciprocal tariffs gold down goldpricetodaynews trumptariff courttariff preciousmetals gold silver bullion goldsilvernews trump ustariff reciprocaltariffs  ,52,52_gold_dollar_asset_usd,"['gold', 'dollar', 'asset', 'usd', 'bitcoin', 'stable', 'reserve', 'investors', 'as', 'trumptariff']"
as well as gold as a hedge against risk this is a concrete manifestation of financial pressureinternationally countries are acting in concert to collectively counter us tariff pressures and refuse to make concessions to the us which adds to the international pressure on  us,52,52_gold_dollar_asset_usd,"['gold', 'dollar', 'asset', 'usd', 'bitcoin', 'stable', 'reserve', 'investors', 'as', 'trumptariff']"
" global volatility is punishing oil but fueling gold
gold mining stocks are about to shineliterally and financially
trump trumpmarketcrash trumptariff stockmarketcrash gold oil",52,52_gold_dollar_asset_usd,"['gold', 'dollar', 'asset', 'usd', 'bitcoin', 'stable', 'reserve', 'investors', 'as', 'trumptariff']"
its nifty expiry day apr  brace for chaos us markets overnight nasdaq shines dow slips amid tariff jitters will nifty hold key levels or crack under pressure nifty stockmarket,53,53_nifty_stockmarket_trumptariff_indian,"['nifty', 'stockmarket', 'trumptariff', 'indian', 'stockmarketcrash', 'india', 'ustariff', 'investing', 'tarrif', 'delayed']"
"trumptariff impact  itc raymond tatamotors among stocks that could take revenue hit ndtvprofitmarkets 
 
read more  ",53,53_nifty_stockmarket_trumptariff_indian,"['nifty', 'stockmarket', 'trumptariff', 'indian', 'stockmarketcrash', 'india', 'ustariff', 'investing', 'tarrif', 'delayed']"
"nifty levels 
th april  
th april  
note that in these  days  days the market was closed  upmove in just  trading days
nifty trumptariff  index stockmarketsindia nifty ",53,53_nifty_stockmarket_trumptariff_indian,"['nifty', 'stockmarket', 'trumptariff', 'indian', 'stockmarketcrash', 'india', 'ustariff', 'investing', 'tarrif', 'delayed']"
"option sellers in the last two days

memes tradingmemes donaldtrump ustariff nifty banknifty zerodha streak ",53,53_nifty_stockmarket_trumptariff_indian,"['nifty', 'stockmarket', 'trumptariff', 'indian', 'stockmarketcrash', 'india', 'ustariff', 'investing', 'tarrif', 'delayed']"
"

indian stockmarket experienced volatility initially facing a selloff due to renewed ustariff concerns but rebounded strongly later in the week sectorwise metals energy and pharma led gains the market will be open only  days next week due to ",53,53_nifty_stockmarket_trumptariff_indian,"['nifty', 'stockmarket', 'trumptariff', 'indian', 'stockmarketcrash', 'india', 'ustariff', 'investing', 'tarrif', 'delayed']"
 also trumps tariff proposals will raise cost of prescription drugs through the roof,54,54_drug_pharma_prices_companies,"['drug', 'pharma', 'prices', 'companies', 'exceptions', 'warn', 'threat', 'skyrocket', 'experts', 'big']"
  and when happens if trump puts an export tariff on pharmaceuticals guess where the majority of global medicines are produced,54,54_drug_pharma_prices_companies,"['drug', 'pharma', 'prices', 'companies', 'exceptions', 'warn', 'threat', 'skyrocket', 'experts', 'big']"
" announces entry into the us market and commencement of madeinamerica manufacturing through a strategic agreement with dolcas biotech a new jerseybased developer and manufacturer of clinically studied nutraceutical ingredients

cosm

",54,54_drug_pharma_prices_companies,"['drug', 'pharma', 'prices', 'companies', 'exceptions', 'warn', 'threat', 'skyrocket', 'experts', 'big']"
   i can guarantee you that putting an export tariff on these pharmaceuticals will do nothing for us drug prices there is no incentive here to lower the domestic prices just to increase export prices,54,54_drug_pharma_prices_companies,"['drug', 'pharma', 'prices', 'companies', 'exceptions', 'warn', 'threat', 'skyrocket', 'experts', 'big']"
"trump says were going to put tariff on our pharmaceuticals and once we do that  theyre going to come rushing back into our country because were the  big market

they are the big market  because half of america is barking stupid including its faux leader",54,54_drug_pharma_prices_companies,"['drug', 'pharma', 'prices', 'companies', 'exceptions', 'warn', 'threat', 'skyrocket', 'experts', 'big']"
but the fact that he is so butt hurt that he cant have our country he goes off the rails and tariff the shit out of us guess what it will come back to bite him in his vindictive and selfish ass fucktrump,55,55_he_him_hes_his,"['he', 'him', 'hes', 'his', 'hate', 'rest', 'pain', 'shit', 'making', 'himself']"
 i hope hes making it up the proposed  tariff deal is horrible for us,55,55_he_him_hes_his,"['he', 'him', 'hes', 'his', 'hate', 'rest', 'pain', 'shit', 'making', 'himself']"
"  you think hes really going to hammer out any deals lmao 

and yeah his tariff bullshit is going to hurt us for a very long time",55,55_he_him_hes_his,"['he', 'him', 'hes', 'his', 'hate', 'rest', 'pain', 'shit', 'making', 'himself']"
 im sure if hes such a leader as you say hell have trump eating out of his hand guaranteed to get those nuclear subs fired free and our exports tariff free,55,55_he_him_hes_his,"['he', 'him', 'hes', 'his', 'hate', 'rest', 'pain', 'shit', 'making', 'himself']"
 not sure if i like him anymore rome too much tariff too fast he couldve started with  and gradually increased semi or annually he screwed us up we were making so much money now were broke again,55,55_he_him_hes_his,"['he', 'him', 'hes', 'his', 'hate', 'rest', 'pain', 'shit', 'making', 'himself']"
"trump terminates trade talks with canada over tax on american tech will announce tariff in coming days
",56,56_digital_canada_services_talks,"['digital', 'canada', 'services', 'talks', 'tax', 'tech', 'optimism', 'canadian', 'canadas', 'over']"
" 
the only trade talks have been trump taxing americans for buying canadian goods 

he announces calling off talks that was having by himself and people act like something has changed

fkn comical

he wants more tariff revenue

easy",56,56_digital_canada_services_talks,"['digital', 'canada', 'services', 'talks', 'tax', 'tech', 'optimism', 'canadian', 'canadas', 'over']"
"trump says hes terminating all discussions on trade with canada

president trump said hell let canada know what their tariff rate on exports to the us will be soon

",56,56_digital_canada_services_talks,"['digital', 'canada', 'services', 'talks', 'tax', 'tech', 'optimism', 'canadian', 'canadas', 'over']"
trump cuts off us trade talks with canada shattering optimism over tariff deals ,56,56_digital_canada_services_talks,"['digital', 'canada', 'services', 'talks', 'tax', 'tech', 'optimism', 'canadian', 'canadas', 'over']"
trump stated he is terminating all discussions on trade with canada and will soon announce their tariff rate,56,56_digital_canada_services_talks,"['digital', 'canada', 'services', 'talks', 'tax', 'tech', 'optimism', 'canadian', 'canadas', 'over']"
"how will the market penalize trumps decision in iran severely

trump tariff short squeeze fakecrash oil gold natgas goog amzn meta appl tsla nvda avgo spy qqq tradedeal bitcoin banks recession bigshort housing crisis banks bailout swap default ",57,57_iran_weeks_nuclear_two,"['iran', 'weeks', 'nuclear', 'two', 'july', 'deals', 'days', 'th', 'debacle', 'pause']"
trump should impose a  tariff on shipments of mens cologne to iran ,57,57_iran_weeks_nuclear_two,"['iran', 'weeks', 'nuclear', 'two', 'july', 'deals', 'days', 'th', 'debacle', 'pause']"
 its called donald trump fuckin with everybody yet again day he might or might not attack iran and will give  days to decide total market manipulationthats all hes done since january oh and the tariff deadline is in  dayshow ironic,57,57_iran_weeks_nuclear_two,"['iran', 'weeks', 'nuclear', 'two', 'july', 'deals', 'days', 'th', 'debacle', 'pause']"
 trump bombing iran has very little to with stopping them from being able to make nuclear weapons its a good reason and excuse to bomb them but he needed to end the failing tariff war questions and deflect to a new conversation as he always does,57,57_iran_weeks_nuclear_two,"['iran', 'weeks', 'nuclear', 'two', 'july', 'deals', 'days', 'th', 'debacle', 'pause']"
"despite better than expected cpi data and another  day pause news of uschina tariff market did not hurrahed and remain muted
oil and xom cvx began to move up this week amp gold showing strength
now iran is this just a nego card for the us",57,57_iran_weeks_nuclear_two,"['iran', 'weeks', 'nuclear', 'two', 'july', 'deals', 'days', 'th', 'debacle', 'pause']"
read trump admin already walks back smartphone laptop tariff exemption on smartnews  smartnews,58,58_smartnews_republic_angry_fox,"['smartnews', 'republic', 'angry', 'fox', 'read', 'scam', 'fiasco', 'walmart', 'new', 'desperate']"
"trump cant tariff companies 

read trump is threatening to impose tariffs on two american companies on smartnews  smartnews",58,58_smartnews_republic_angry_fox,"['smartnews', 'republic', 'angry', 'fox', 'read', 'scam', 'fiasco', 'walmart', 'new', 'desperate']"
"trumps latest tariff reversal offers fresh evidence hes bad for business  via  
usnews worldnews trump donaldtrump donthecon trumpnews trumptariffs trumprhetoric nytimes wsj",58,58_smartnews_republic_angry_fox,"['smartnews', 'republic', 'angry', 'fox', 'read', 'scam', 'fiasco', 'walmart', 'new', 'desperate']"
"lefts tariff doomsday predictions fall flat as trumps america thrives

",58,58_smartnews_republic_angry_fox,"['smartnews', 'republic', 'angry', 'fox', 'read', 'scam', 'fiasco', 'walmart', 'new', 'desperate']"
"eric trump breaks ground on b resort in country desperate for tariff relief from his dad 
source thedailybeast ",58,58_smartnews_republic_angry_fox,"['smartnews', 'republic', 'angry', 'fox', 'read', 'scam', 'fiasco', 'walmart', 'new', 'desperate']"
 agree  and its not clear whether congress even delegated tariff authority in the first place ,59,59_congress_act_power_authority,"['congress', 'act', 'power', 'authority', 'constitution', 'section', 'powers', 'expansion', 'law', 'executive']"
"     scotus did no such thing
de facto immunity for us presidents has existed for centuries otherwise people like fdr and obama wouldve been tried

congress punted tariff power long ago your other claims arent as simplistic as you claim",59,59_congress_act_power_authority,"['congress', 'act', 'power', 'authority', 'constitution', 'section', 'powers', 'expansion', 'law', 'executive']"
trump has invoked the international emergency economic powers act imposing a sweeping  tariff on imports  and harsher measures against globalist strongholds,59,59_congress_act_power_authority,"['congress', 'act', 'power', 'authority', 'constitution', 'section', 'powers', 'expansion', 'law', 'executive']"
  the us constitution vested tariffsetting with congress us trade policy should not be set at the whim of this or any one president,59,59_congress_act_power_authority,"['congress', 'act', 'power', 'authority', 'constitution', 'section', 'powers', 'expansion', 'law', 'executive']"
an unlimited delegation of tariff authority would constitute an improper abdication of legislative power to another branch of government the court wrote in its unsigned opinion ,59,59_congress_act_power_authority,"['congress', 'act', 'power', 'authority', 'constitution', 'section', 'powers', 'expansion', 'law', 'executive']"
"   i have never been confused for a democrat
but liquidation day was a disaster 
no real effort put into logic
isolated our allies instead of of strengthing relationships im sure if they said  tariff because you actually tariff us would been fine instead of made up numbers",60,60_democrats_republicans_party_democrat,"['democrats', 'republicans', 'party', 'democrat', 'democratic', 'dems', 'midterms', 'are', 'vote', 'they']"
"are the republicans in congress so fucking addled that they dont see that every single thing that the trump administration is doing is ruining the us
alligator alcatraz
wearables to track us for maha
selling wilderness
cutting basic safety nets
tariff inflation
war",60,60_democrats_republicans_party_democrat,"['democrats', 'republicans', 'party', 'democrat', 'democratic', 'dems', 'midterms', 'are', 'vote', 'they']"
 democrats still have the lowest rating ever and lowered than trump and just wait once the tariff stuff is figured out his number is going to skyrocket you poor democrats will be crying about something else saying hes  racist or who knows at this point,60,60_democrats_republicans_party_democrat,"['democrats', 'republicans', 'party', 'democrat', 'democratic', 'dems', 'midterms', 'are', 'vote', 'they']"
  of all the issues the democrats fight i believe their support of illegal immigration and fighting donald trumps tariff proposals are the two bi biggest examples that democrats are antiamerican,60,60_democrats_republicans_party_democrat,"['democrats', 'republicans', 'party', 'democrat', 'democratic', 'dems', 'midterms', 'are', 'vote', 'they']"
democrats can thank trump for  tariff against china  via ,60,60_democrats_republicans_party_democrat,"['democrats', 'republicans', 'party', 'democrat', 'democratic', 'dems', 'midterms', 'are', 'vote', 'they']"
" mmmm no

 gdp was not contracting under biden this is not bidens economy this was trumps tariff fetish and the rest of you sycophants agreeing to it
 he said economy would take off from day one no short term medium term or long term pain

its recorded  

good try",61,61_biden_bidens_under_economy,"['biden', 'bidens', 'under', 'economy', 'was', 'fault', 'started', 'when', 'had', 'did']"
"this is peak reverse tds

the economy has contacted for the first time in years not because of biden but because of trumps tariff war

the middle class tax cuts are already on place 

so what the f is this guy even talking about",61,61_biden_bidens_under_economy,"['biden', 'bidens', 'under', 'economy', 'was', 'fault', 'started', 'when', 'had', 'did']"
" actually the us runs on fiscal years from october to october so technically we are still in a biden economy however the tariff strategy is a significant factor so you can call it trumps markets

theres nothing wrong with that as they will be fully recovered by mid summer",61,61_biden_bidens_under_economy,"['biden', 'bidens', 'under', 'economy', 'was', 'fault', 'started', 'when', 'had', 'did']"
 oh ffs biden didnt reduce a single tariff during his presidency in fact he raised several of them the us has had tariffs on nearly every good since forever reagan had mfn status and didnt trade with any of the soviet bloc this tariff fundamentalism is ludicrous,61,61_biden_bidens_under_economy,"['biden', 'bidens', 'under', 'economy', 'was', 'fault', 'started', 'when', 'had', 'did']"
when biden rightly accused companies of price gouging during the pandemic the media said he was full of shit companies raising prices directly because of trumps tariff policies get this banger from the paper of record tm ,61,61_biden_bidens_under_economy,"['biden', 'bidens', 'under', 'economy', 'was', 'fault', 'started', 'when', 'had', 'did']"
  sen rand pauls vote with democrats to block tariffs exposes glaring inconsistency he calls tariffs a tax but ignores that other nations tariff us why reject reciprocal tariffs to protect american interests his rigid libertarianism dismisses pragmatic tools to balance trade,62,62_rand_paul_senator_against,"['rand', 'paul', 'senator', 'against', 'bill', 'agenda', 'hes', 'power', 'he', 'authority']"
 i have respect for rand paul but dont agree with him on all the issues he is sincere dedicated amp a true patriot but on this tariff issue he needs to let trump do it his way trump is the expert on this st term economy boom is proof,62,62_rand_paul_senator_against,"['rand', 'paul', 'senator', 'against', 'bill', 'agenda', 'hes', 'power', 'he', 'authority']"
breaking senator rand paul is cosponsoring a bill to remove president trumps tariff authority and return that power to congress,62,62_rand_paul_senator_against,"['rand', 'paul', 'senator', 'against', 'bill', 'agenda', 'hes', 'power', 'he', 'authority']"
  tell the senate to leave their mittens off president trumps tariff schedule we elected him to do exactly as he is doing presently and interference by senator paul and democrats would be most improper,62,62_rand_paul_senator_against,"['rand', 'paul', 'senator', 'against', 'bill', 'agenda', 'hes', 'power', 'he', 'authority']"
    rand you are grandstanding again you have obstructed the will of the voters with your inane tariff opposition stop talking at us and show us what you are actually doing to  support our agenda otherwise shut up,62,62_rand_paul_senator_against,"['rand', 'paul', 'senator', 'against', 'bill', 'agenda', 'hes', 'power', 'he', 'authority']"
"trumps day tariff pause sends mixed signals to markets and world leaders



trumptariff tariffpause marketreaction globaleconomy tradewar economicimpact worldleaders financialnews",63,63_pause_day_pauses_paused,"['pause', 'day', 'pauses', 'paused', 'days', 'donaldtrump', 'markets', 'globaleconomy', 'vehicle', 'rep']"
  are you talking about the hour trump announced the  day tariff pause today and then there was a huge green day last night before open is irrelevant,63,63_pause_day_pauses_paused,"['pause', 'day', 'pauses', 'paused', 'days', 'donaldtrump', 'markets', 'globaleconomy', 'vehicle', 'rep']"
huge move after trump tariff pause ,63,63_pause_day_pauses_paused,"['pause', 'day', 'pauses', 'paused', 'days', 'donaldtrump', 'markets', 'globaleconomy', 'vehicle', 'rep']"
trumps day tariff countdown global trade hits pause  via  trump,63,63_pause_day_pauses_paused,"['pause', 'day', 'pauses', 'paused', 'days', 'donaldtrump', 'markets', 'globaleconomy', 'vehicle', 'rep']"
"trump drops a  tariff bomb 

 the eu retaliates 
 market dips 
 trump announces a day pause 
 market rallies like nothing happened 

classic trump cycle same show new season  trumptariff macrocircus tradewar ",63,63_pause_day_pauses_paused,"['pause', 'day', 'pauses', 'paused', 'days', 'donaldtrump', 'markets', 'globaleconomy', 'vehicle', 'rep']"
"breaking

trump has delayed the  eu tariff until july  

big move with major trade implications  ",64,64_july_delay_eu_until,"['july', 'delay', 'eu', 'until', 'european', 'percent', 'union', 'imposing', 'agrees', 'delayed']"
"   all of this is on you may the midterms bring a cleansing of your corrupt party in both bodies of congress

trump says hell delay a threatened  tariff on the european union until july 

",64,64_july_delay_eu_until,"['july', 'delay', 'eu', 'until', 'european', 'percent', 'union', 'imposing', 'agrees', 'delayed']"
"sock it to em they need us a lot more than we need them von der leyen is just being a jackass

trump threatens  tariff on eu as negotiations going nowhere

 ",64,64_july_delay_eu_until,"['july', 'delay', 'eu', 'until', 'european', 'percent', 'union', 'imposing', 'agrees', 'delayed']"
"trump says hell delay a threatened  tariff on the european union until july

",64,64_july_delay_eu_until,"['july', 'delay', 'eu', 'until', 'european', 'percent', 'union', 'imposing', 'agrees', 'delayed']"
president trump delays  tariff on eu imports until july  following eus request for more time to negotiate a trade deal talks continue amid rising tensions and potential countermeasures tradewar us eu tariffs ,64,64_july_delay_eu_until,"['july', 'delay', 'eu', 'until', 'european', 'percent', 'union', 'imposing', 'agrees', 'delayed']"
"the chinese government issued the document to clarify the facts about chinaus economic and trade relations and elaborate the position of the chinese side on relevant issues according to the white paper trumptarrifs
thetariffwhirl ustariff ",65,65_ustariff_trumptariff_china_trumptariffs,"['ustariff', 'trumptariff', 'china', 'trumptariffs', 'tariffwar', 'xi', 'evil', 'tradewar', 'usa', 'released']"
"make shopping great again but in china 
ustariff ustariffs usa chinatravel china",65,65_ustariff_trumptariff_china_trumptariffs,"['ustariff', 'trumptariff', 'china', 'trumptariffs', 'tariffwar', 'xi', 'evil', 'tradewar', 'usa', 'released']"
"one thing trumptariff has done is unite the rest of the world against the usa while giving china the best publicity that money cant buy

everyone now wants to trade with china and not usa

trump trumpisanationaldisgrace",65,65_ustariff_trumptariff_china_trumptariffs,"['ustariff', 'trumptariff', 'china', 'trumptariffs', 'tariffwar', 'xi', 'evil', 'tradewar', 'usa', 'released']"
"tariff war china malaysia sign deals during xi jinpings visit 

 tariffwar  chinausa malaysia xijinping trumptariffs tariffs ustariff donaldtrump 

",65,65_ustariff_trumptariff_china_trumptariffs,"['ustariff', 'trumptariff', 'china', 'trumptariffs', 'tariffwar', 'xi', 'evil', 'tradewar', 'usa', 'released']"
why the chinese are unfazed by the tariff apocalypse thetariffwhirl ustariff ,65,65_ustariff_trumptariff_china_trumptariffs,"['ustariff', 'trumptariff', 'china', 'trumptariffs', 'tariffwar', 'xi', 'evil', 'tradewar', 'usa', 'released']"
 duppers delight is more like it  dude has some kind of psychopathy  whats the point of coming out with big scary bs news when it gets rolled back the next day  just like the tariff nonsense  trump is a manipulator,66,66_clown_his_he_show,"['clown', 'his', 'he', 'show', 'man', 'sir', 'basically', 'hes', 'presidency', 'playing']"
"  its  trump fault with his chaotic bs tariff trade war kooky unpredictable certifiable looney nutburger stupid

",66,66_clown_his_he_show,"['clown', 'his', 'he', 'show', 'man', 'sir', 'basically', 'hes', 'presidency', 'playing']"
 he seemed to moderate for a bit but when trump got reelected he went all jonah goldberg his tariff takes were absolutely unhinged,66,66_clown_his_he_show,"['clown', 'his', 'he', 'show', 'man', 'sir', 'basically', 'hes', 'presidency', 'playing']"
except he didnt reverse the tariffs  a lower tariff is still in play trump is a schizophrenic loser,66,66_clown_his_he_show,"['clown', 'his', 'he', 'show', 'man', 'sir', 'basically', 'hes', 'presidency', 'playing']"
 like orangeman clown respects america and all of us  he is nothing but an orange clown and doesnt even know what a tariff is  ffs he was going to walk into the wall at the capital if johnson hadnt stopped him,66,66_clown_his_he_show,"['clown', 'his', 'he', 'show', 'man', 'sir', 'basically', 'hes', 'presidency', 'playing']"
